thumbnail,duration,title,date
https://pbs.twimg.com/ext_tw_video_thumb/1147222575887638529/pu/img/7b4voYXndwSQO1-O.jpg,0:05,Untitled,"Jul 5, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1146949702337908736/pu/img/cNqbPyNrRjxCnkTB.jpg,0:05,Untitled,"Jul 4, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1146887580753027072/pu/img/hg9c7ql0ZA5pFnql.jpg,0:05,Untitled,"Jul 4, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1146875872831582209/pu/img/5_uMju1TBob6k9P5.jpg,1:13,Untitled,"Jul 4, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1145710537101250560/pu/img/lXwiK6H8bCB60Mtg.jpg,0:08,Untitled,"Jul 1, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1145333146541547521/pu/img/hMvoIE8uw5cjkl4p.jpg,0:05,Untitled,"Jun 30, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1145324287294935040/pu/img/8KTL1UBwgUATQuKw.jpg,0:02,Untitled,"Jun 30, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1145314497177051138/pu/img/zm87AjApAwaR4pNa.jpg,0:03,Untitled,"Jun 30, 2019"
https://pbs.twimg.com/amplify_video_thumb/1145198757144928256/img/1EVl-d0lXEziH1Qo.jpg,1:58,waka waka haiti all hands.mp4,"Jun 30, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1144441467424923649/pu/img/myzBctaI5MwFpkcl.jpg,0:07,Untitled,"Jun 27, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1141206130816888837/pu/img/6Fe0TEdlx4mJ02va.jpg,0:10,Untitled,"Jun 18, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1141134751673278466/pu/img/bvEX2Q6_OrfL9iNZ.jpg,0:04,Untitled,"Jun 18, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1138805552644001792/pu/img/kfoYWn1UE9sXRylk.jpg,0:07,Untitled,"Jun 12, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1138660144307478534/pu/img/jTsIRvfo2RbahR1e.jpg,0:02,Untitled,"Jun 11, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1138385540884180992/pu/img/NnGIFL4ZqRNQJw8P.jpg,0:02,Untitled,"Jun 11, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1137837800638898176/pu/img/ugqEUT43LurkUjWD.jpg,0:07,Untitled,"Jun 9, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1137763323825598466/pu/img/AXYeGVHSbgk9E33s.jpg,0:10,Untitled,"Jun 9, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1137748723856027648/pu/img/i9YAD06pRu43CfZJ.jpg,0:06,Untitled,"Jun 9, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1136994712970285061/pu/img/j6IQBAoeLpy3dB-9.jpg,0:06,Untitled,"Jun 7, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1136991815574413313/pu/img/IcmCqoFmGnYX2g1T.jpg,0:05,Untitled,"Jun 7, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1136088609944199169/pu/img/3SeCLyQm5RQOgigm.jpg,0:06,Untitled,"Jun 4, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1135752542909079552/pu/img/Z7Pg9SqkHzXOfoWq.jpg,0:03,Untitled,"Jun 3, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1135186707412918273/pu/img/SCRBdF7fgqZLQ-Aw.jpg,0:18,Untitled,"Jun 2, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1135043607734497280/pu/img/W898BDRJt5gyeB4z.jpg,0:12,Untitled,"Jun 1, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1132867366268882944/pu/img/_81BnOzV9ID_GD4O.jpg,0:07,Untitled,"May 26, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1132369049646768128/pu/img/8yb1SuSbPxlrNofd.jpg,0:12,Untitled,"May 25, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1132350458272591880/pu/img/DD9SR4BufF-9uaQ8.jpg,0:07,Untitled,"May 25, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1131909461600350213/pu/img/AbnrSDhSelGxlQq0.jpg,0:04,Untitled,"May 24, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1131908897130930176/pu/img/moVfk7TnPu_RYbmu.jpg,0:04,Untitled,"May 24, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1131748003696586752/pu/img/ZZ3HF_RNfAm6P85T.jpg,0:18,Untitled,"May 23, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1131066192322539520/pu/img/mPL3OIawE1ID9Dwn.jpg,0:05,Untitled,"May 22, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1131025897535021057/pu/img/dXxoXIDKwWqoxIai.jpg,0:05,Untitled,"May 21, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1131020439575244805/pu/img/0Ed1Hw2HNnrdEtc6.jpg,0:29,Untitled,"May 21, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130482995805196289/pu/img/Fo0e0W09vrzzoYaF.jpg,0:05,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130482000496922624/pu/img/9oeRlJ3HnEQmhMeV.jpg,0:05,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130436528457564162/pu/img/JWMC7IBMC3bzvYqc.jpg,0:19,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130435460646526978/pu/img/fslmdTTZ2MiS_1CH.jpg,0:23,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130432716896460800/pu/img/br4kBAmjNNOM5qed.jpg,0:04,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130429622934544384/pu/img/bp-Sh084EMMS_xUo.jpg,0:34,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130427039608115201/pu/img/KZx6A4fgyC0sXvr7.jpg,0:04,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130372852644044800/pu/img/OQHNzTxLwsWATr2O.jpg,0:01,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130371521791373312/pu/img/BkOjxEi_e-e53xAU.jpg,0:15,Untitled,"May 20, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1130209921910366208/pu/img/w8s_vkiVfRivAhbZ.jpg,2:20,Untitled,"May 19, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1129994331979489282/pu/img/3pDEDDY9usPFVcav.jpg,0:04,Untitled,"May 19, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1129994053356068864/pu/img/L0B611gIy1bAcFn1.jpg,0:04,Untitled,"May 19, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1129989644404363264/pu/img/-EaGt-Wrtvm5b5zj.jpg,0:04,Untitled,"May 19, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1129445619578417152/pu/img/lxEgD222V0r0nk3A.jpg,0:06,Untitled,"May 17, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1129428753195634688/pu/img/PJfFkB17eMdx7Dw3.jpg,0:02,Untitled,"May 17, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1129204884581081088/pu/img/HQ9LuFoN4LGg2qIw.jpg,0:05,Untitled,"May 16, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1129113946559012864/pu/img/ihOvm6BJ_5QOtdwi.jpg,0:36,Untitled,"May 16, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1126447399659081730/pu/img/oVsoM71N3Iw-n34N.jpg,0:04,Untitled,"May 9, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1123507378186543106/pu/img/-ZDISCjgyhp2kSk6.jpg,0:06,Untitled,"May 1, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1123507227074138112/pu/img/abzdUNWrA-iLzKV3.jpg,0:06,Untitled,"May 1, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1122891999403810816/pu/img/aPacB9t-7oohwz_i.jpg,0:06,Untitled,"Apr 29, 2019"
https://pbs.twimg.com/ext_tw_video_thumb/1122706669111316485/pu/img/Krww5wWnFPDrsKFG.jpg,0:06,Untitled,"Apr 28, 2019"
